0j 0j 0j 0j (5.400224244308653e-16-3.2806593629018203e-16j) (5.400224244308653e-16+3.2806593629018203e-16j) (9.421222464944822e-16+0j) (0.02105725535658333+0j) (0.06715450720956416+0j) (0.07534793106895697+0j) (0.10338945072424983+0j) (0.18502244712493596+0j) (0.19344079892094013+0j) (0.23545694021377006+0j) (0.286480376550545+0j) (0.3096068251630122+0j) (0.35714726500493965+0j) (0.41854562369111886+0j) (0.46845026165221454+0j) (0.49252830297718864+0j) (0.5769348173324504+0j) (0.6789218701830256+0j) (0.7123468943148158+0j) (0.7731873330718106+0j) (0.7802506661568865+0j) (0.8969329194860517+0j) (0.9999999999999984+0j) (0.9999999999999992+0j) (1.0000000000000009+0j) (1.000000000000003+0j) (1.120145847160556+0j) (1.192314540946072+0j) (1.2004949957079043+0j) (1.3052873947892278+0j) (1.3151839213343939+0j) (1.4420652510222123+0j) (1.453163914263603+0j) (1.5383556472835231+0j) (1.6646000030936683+0j) (1.774771560559826+0j) (1.851391469110242+0j) (2.0000000000000018+0j) (2.0000000000000067+0j) (2.282925894813051+0j) (2.459605575888018+0j) (2.4651447773427058+0j) (2.5608623775609107+0j) (2.5714077392984636+0j) (2.746060586858041+0j) (2.7608375809892265+0j) (2.7859217322343794+0j) (2.9999999999999885+0j) (2.999999999999997+0j) (2.9999999999999996+0j) (3.0000000000000018+0j) (3.00000000000001+0j) (3.280614247546292+0j) (3.304206419055757+0j) (3.631985053645521+0j) (3.9999999999999925+0j) (3.9999999999999942+0j) (3.9999999999999947+0j) (3.9999999999999982+0j) (3.9999999999999982+0j) (3.999999999999999+0j) (3.9999999999999996+0j) (3.9999999999999996+0j) (4.000000000000001+0j) (4.000000000000001+0j) (4.0000000000000036+0j) (4.000000000000008+0j) (4.000000000000009+0j) (4.346397709184371+0j) (4.375614554351822+0j) (4.4452884982460885+0j) (4.476751222099302+0j) (4.483126901322382+0j) (4.806472012123201+0j) (4.924682279609473+0j) (4.999999999999989+0j) (4.999999999999998+0j) (4.999999999999999+0j) (5+0j) (5.000000000000002+0j) (5.051398714834241+0j) (5.125990127127486+0j) (5.204583364620269+0j) (5.545967830967188+0j) (5.6139404502079655+0j) (5.772860510695309+0j) (5.84033563004311+0j) (5.999999999999982+0j) (5.999999999999997+0j) (5.999999999999998+0j) (6.063954138291998+0j) (6.261297883093643+0j) (6.393890306592525+0j) (6.441756634913308+0j) (6.577071377388588+0j) (6.762911074842978+0j) (6.97168076039007+0j) (7.10636740921574+0j) (7.488986868079579+0j) (7.517836813521121+0j) (7.5618308142275925+0j) (7.999999999999977+0j) (8.000000000000002+0j) (8.723888399454859+0j) (9.283076189755757+0j) (10.523072898003596+0j) (11.480747592990674+0j) (13.061588879138087+0j) (13.427083137961231+0j) 
(-1.8230436863010674e-15+0j) (-8.665742820146938e-16-3.3304734302144494e-16j) (-8.665742820146938e-16+3.3304734302144494e-16j) (-7.727907759706206e-16+0j) (-6.432955087789308e-16+0j) (-3.1973190725604745e-16+0j) 0j 0j (2.9712921220750975e-16+0j) (7.135417915149361e-16+0j) (1.696532955773684e-15+0j) (0.03465802425739067+0j) (0.12552624654821765+0j) (0.2384209806279188+0j) (0.31880961484640813+0j) (0.3504279850390188+0j) (0.3682933440122864+0j) (0.38251134972498163+0j) (0.41264493517637646+0j) (0.4618283129384682+0j) (0.5162106551811538+0j) (0.518805695907985+0j) (0.5844655797472466+0j) (0.5857864376269073+0j) (0.7181387704561824+0j) (0.856392398310934+0j) (0.9165266112443552+0j) (0.9999999999999968+0j) (0.9999999999999992+0j) (1.0000000000000004+0j) (1.000000000000001+0j) (1.0000000000000022+0j) (1.0000000000000029+0j) (1.0772209718477381+0j) (1.1137159703913153+0j) (1.172552785475863+0j) (1.3819660112501124+0j) (1.5843958308637816+0j) (1.6972243622680159+0j) (1.7247779757859194+0j) (1.766216425922713+0j) (1.7957104398725459+0j) (1.8442195584985828+0j) (2+0j) (2.0000000000000044+0j) (2.0000000000000058+0j) (2.3111078174659747+0j) (2.3855248577700756+0j) (2.3915318957800427+0j) (2.4942278663464768+0j) (2.552079461705818+0j) (2.999999999999995+0j) (2.9999999999999964+0j) (2.9999999999999987+0j) (2.999999999999999+0j) (3+0j) (3.000000000000002+0j) (3.0000000000000027+0j) (3.0000000000000027+0j) (3.000000000000007+0j) (3.1578159793581078+0j) (3.4142135623731+0j) (3.6180339887498913+0j) (3.6787718757757095+0j) (3.7644635883730366+0j) (3.775226306787082+0j) (3.999999999999999+0j) (4.0000000000000036+0j) (4.0000000000000036+0j) (4.000000000000008+0j) (4.170086486626028+0j) (4.777696697610992+0j) (4.999999999999982+0j) (5.000000000000001+0j) (5.000000000000002+0j) (5.000000000000002+0j) (5.000000000000002+0j) (5.000000000000005+0j) (5.000000000000008+0j) (5.000000000000012+0j) (5.000000000000012+0j) (5.000000000000017+0j) (5.14152989175176+0j) (5.302775637731999+0j) (5.887784419788412+0j) (5.999999999999985+0j) (5.99999999999999+0j) (6.000000000000002+0j) (6.198851255275652+0j) (6.678363669779544+0j) (6.768439050612069+0j) (6.887078241083148+0j) (6.934391789848533+0j) (6.975543275444082+0j) (7.191408426142183+0j) (7.999999999999987+0j) (8.000000000000005+0j) (8.000000000000007+0j) (8.000000000000009+0j) (8.000000000000018+0j) (8.000000000000025+0j) (8.390746957917882+0j) (8.709163412573957+0j) (9.53716665332861+0j) (9.999999999999979+0j) (9.999999999999995+0j) (10.000000000000025+0j) (10.000000000000037+0j) (10.285920370396598+0j) (10.89443754664482+0j) (12.043019751421141+0j) (13.106757138253629+0j) (19.028394853461563+0j) 
-1.1549530090434709e-15 -3.5233802263699426e-16 0.0 0.0 0.0 1.6365949186013152e-16 5.578177958156057e-16 6.860371128453409e-16 7.312528660519948e-16 1.0060659078811935e-15 1.1706269837890764e-15 0.022189535319761818 0.04657433688852591 0.1276676827038255 0.15336764326353075 0.24869008276894583 0.2996240968229886 0.4195298798927119 0.4285495944141428 0.47844460218409135 0.5939001991554261 0.6523136725761435 0.7477854797365578 0.75364794803499 0.7963794505539235 0.9127231545099964 1.0000000000000002 1.0000000000000002 1.0000000000000004 1.000000000000004 1.1058036423500777 1.161109588635461 1.2938310327906002 1.3299093382812202 1.4429581285828283 1.6313506281127634 1.686249974583078 1.9013836824164665 1.999999999999998 2.0000000000000018 2.0000000000000044 2.096429342309256 2.2354772472146665 2.359088149369756 2.3907888830328523 2.4738423977352375 2.999999999999994 2.9999999999999987 2.999999999999999 2.999999999999999 2.9999999999999996 3.0 3.0000000000000004 3.0000000000000004 3.0000000000000004 3.0000000000000013 3.000000000000002 3.0000000000000036 3.000000000000007 3.029486705625231 3.066385338817951 3.3710093021135314 3.4186993827771284 3.555709438213295 3.9999999999999987 3.999999999999999 4.0 4.000000000000003 4.000000000000006 4.000000000000007 4.000000000000014 4.006826478295028 4.362264597709094 4.4938249727718205 4.78771059742651 4.794207380985143 4.9999999999999964 5.000000000000006 5.00000000000001 5.000000000000013 5.0000000000000195 5.017304974155666 5.076237743668756 5.168379596545421 5.457514686282372 5.7449349959002785 5.764934840531406 5.785797929477945 5.924363589428532 5.951757095119741 5.999999999999998 6.0 6.000000000000001 6.000000000000012 6.000000000000014 6.107096376725467 6.136065866571422 6.252804270489727 6.42556016874816 6.932955214787812 6.945193090362203 7.612976715619081 7.701811558234279 7.859193797032796 7.8965391182262765 8.00000000000002 8.235372659109693 8.586310642064149 9.810400875244977 10.194667681619356 10.5384392319665 11.847802301774257 12.349851391339419 
(-1.664528103778408e-15+0j) (-8.878843603421989e-16+0j) (-5.696436336461815e-16+0j) (-5.304736544157702e-16+0j) 0j (5.898463461007539e-16+0j) (7.538897531860538e-16+0j) (8.976669785388667e-16+0j) (9.41543899888681e-16+0j) (0.02772857005242713+0j) (0.04699261146679978+0j) (0.12209365676666889+0j) (0.17646248622730026+0j) (0.24730269744970823+0j) (0.26826974635205025+0j) (0.40704503587378116+0j) (0.4314788081032132+0j) (0.47901515618552454+0j) (0.5188056959079843+0j) (0.5465855329954233+0j) (0.556546293114079+0j) (0.6498321906413849+0j) (0.709388825971991+0j) (0.7639320225002111+0j) (0.838910601816968+0j) (0.8916837057109563+0j) (0.9999999999999987+0j) (1.0000000000000004-3.179800655392251e-16j) (1.0000000000000004+0j) (1.0000000000000004+0j) (1.0000000000000004+3.179800655392251e-16j) (1.0000000000000009+0j) (1.000000000000001+0j) (1.000000000000003+0j) (1.0000000000000049+0j) (1.0123016633276867+0j) (1.1458345244546138+0j) (1.406831177648813+0j) (1.4920692396856874+0j) (1.5129915608079125+0j) (1.5279861670564485+0j) (1.8424504171684475+0j) (1.8942332430840756+0j) (1.8969847025419957+0j) (1.999999999999997+0j) (2.0000000000000036+0j) (2.0000000000000036+0j) (2.000000000000006+0j) (2.161725390832247+0j) (2.303886795457081+0j) (2.3111078174659827+0j) (2.49379986686684+0j) (2.5205926907612763+0j) (2.609244264721451+0j) (2.9188029452963318+0j) (2.9999999999999956+0j) (2.999999999999999+0j) (3+0j) (3.0000000000000013+0j) (3.0000000000000018+0j) (3.000000000000003+0j) (3.000000000000003+0j) (3.000000000000003+0j) (3.0000000000000044+0j) (3.0000000000000053+0j) (3.000000000000008+0j) (3.5869086008710314+0j) (3.7634437905538163+0j) (3.9999999999999987+0j) (4.000000000000006+0j) (4.000000000000011+0j) (4.039114317655224+0j) (4.0709027831926345+0j) (4.170086486626039+0j) (4.409831403047274+0j) (4.439626182067695+0j) (4.68973242878475+0j) (4.999999999999996+0j) (4.9999999999999964+0j) (4.999999999999997+0j) (4.999999999999999+0j) (5+0j) (5+0j) (5.000000000000001+0j) (5.000000000000002+0j) (5.000000000000002+0j) (5.000000000000005+0j) (5.179079174948622+0j) (5.206233146801974+0j) (5.236067977499821+0j) (5.2498065373152025+0j) (5.423819408902385+0j) (5.95267528725675+0j) (5.99064455947454+0j) (6.3188802607900465+0j) (6.4058390591115035+0j) (6.4206143145790735+0j) (6.709332251980316+0j) (6.904666261466163+0j) (7.012365076679732+0j) (7.085533828610972+0j) (7.521965656766431+0j) (7.999999999999995+0j) (8.000000000000007+0j) (8.21097214656135+0j) (8.305710144046925+0j) (9.000000000000014+0j) (9.158399379518395+0j) (9.229779234101741+0j) (9.841554536151117+0j) (10.30437710270044+0j) (12.158584244610353+0j) (13.270538313014656+0j) 
-1.1452533451905245e-15 -2.1902410887026343e-16 -3.50681556897382e-17 0.0 0.0 7.255838044897183e-17 6.661338147750939e-16 9.239313136633832e-16 9.668164256710028e-16 0.052458745583793515 0.057563570321549615 0.09660296367474308 0.14823004635620063 0.1912639489693901 0.20930903566791725 0.21688412925021466 0.35505714483634265 0.43923497437860554 0.451437497880533 0.5825009278596766 0.5952973761843026 0.6481580275744845 0.6491940557916084 0.7242289688493698 0.8824551759026011 0.9506996154257645 0.999999999999999 1.0000000000000004 1.0000000000000007 1.0000000000000018 1.000000000000003 1.1486337734196876 1.2244629796845499 1.2533249067175323 1.4651317560586787 1.487961633835588 1.619629282385128 1.7447750054418538 1.7617831246052424 1.8287943346943458 1.9999999999999956 1.9999999999999987 1.999999999999999 2.0 2.000000000000001 2.0000000000000013 2.0000000000000013 2.0000000000000036 2.1829565832623063 2.2061023834277034 2.4360889493667717 2.6904176340670674 2.8304222019150447 2.9999999999999973 3.0000000000000018 3.0000000000000027 3.000000000000003 3.0000000000000036 3.0000000000000093 3.175244626638221 3.397688221361457 3.901720544525662 3.9999999999999982 3.9999999999999996 4.0 4.0 4.000000000000001 4.0000000000000036 4.000000000000004 4.000000000000009 4.000000000000011 4.000000000000019 4.063667185164463 4.1066354037123345 4.491523266762624 4.517705931080371 4.628966622218514 4.999999999999978 4.999999999999988 4.999999999999995 4.9999999999999964 4.9999999999999964 4.999999999999997 4.999999999999998 5.000000000000003 5.0000000000000036 5.0000000000000036 5.000000000000004 5.000000000000005 5.000000000000014 5.000000000000025 5.411167927107795 5.423356211705765 5.849223877946903 5.894524394424433 6.102140091945589 6.11135247013602 6.131545853234388 6.445232679231689 6.822948254676778 6.954142442044101 7.000000000000033 7.219991961515082 7.448509692730173 8.121920521831106 8.143810311858894 8.58072062772043 8.646002060668462 9.36244667230692 9.99008492503244 10.34695462457768 11.257613771080528 12.322098073373013 
(-9.574294825866772e-16-5.95396330359312e-17j) (-9.574294825866772e-16+5.95396330359312e-17j) (-9.375733690094855e-16+0j) (-5.871631620364406e-16+0j) (-4.440892098500626e-16+0j) 0j 0j 0j (8.175662360164866e-16+0j) (0.06530612883401447+0j) (0.07657609682338717+0j) (0.09765867502817477+0j) (0.16212099119249457+0j) (0.22234542164665097+0j) (0.2562657560823682+0j) (0.28565286201702206+0j) (0.30798497549063486+0j) (0.5132468827035225+0j) (0.5333768309388773+0j) (0.5420092435168044+0j) (0.5857864376269063+0j) (0.619060554059591+0j) (0.6253411644565808+0j) (0.8175681815595276+0j) (0.8493783803422364+0j) (0.9999999999999989+0j) (1.0000000000000027+0j) (1.000000000000003+0j) (1.123783152073504+0j) (1.2487176486647094+0j) (1.5763765045061773+0j) (1.650712017185002+0j) (1.6975466871841083+0j) (1.7877958730279422+0j) (1.840872989946849+0j) (1.902496349801386+0j) (1.9910510390541143+0j) (1.9999999999999944+0j) (2.0000000000000027+0j) (2.000000000000006+0j) (2.223411629713268+0j) (2.322301506867261+0j) (2.4376229212389755+0j) (2.489005079676075+0j) (2.5992808904360705+0j) (2.9999999999999916+0j) (2.9999999999999996+0j) (3+0j) (3+0j) (3+0j) (3.0000000000000027+0j) (3.0000000000000036+0j) (3.0000000000000067+0j) (3.165823569670258+0j) (3.248161677596724+0j) (3.355765034069417+0j) (3.4142135623731074+0j) (3.8726801842567875+0j) (3.999999999999992+0j) (3.999999999999993+0j) (3.999999999999998+0j) (3.9999999999999987+0j) (3.9999999999999987+0j) (3.9999999999999987+0j) (4.000000000000003+0j) (4.0000000000000036+0j) (4.0000000000000115+0j) (4.085671480653645+0j) (4.175221081758631+0j) (4.321709554927027+0j) (4.46967413758601+0j) (4.53401223740179+0j) (4.999999999999977+0j) (4.9999999999999964+0j) (5+0j) (5.000000000000002+0j) (5.0000000000000036+0j) (5.000000000000007+0j) (5.000000000000017+0j) (5.0311453400293065+0j) (5.11743088277151+0j) (5.233577484803174+0j) (5.281032435279639+0j) (5.461359068922747+0j) (5.876648246596036+0j) (5.999999999999993+0j) (6.000000000000007+0j) (6.2764573413828355+0j) (6.438449527346287+0j) (6.625173861385422+0j) (6.766404170503125+0j) (6.894472054726416+0j) (6.993332342205274+0j) (7.33865465500484+0j) (7.382076784594604+0j) (7.454240663158193+0j) (7.913308807280974+0j) (7.947024063079488+0j) (7.999999999999985+0j) (8.000000000000005+0j) (8.000000000000023+0j) (8.00000000000003+0j) (8.053871346849274+0j) (8.534112438566547+0j) (9.021041628351107+0j) (9.999999999999986+0j) (10.3116080630396+0j) (10.544937971930596+0j) (11+0j) (11.000000000000059+0j) (11.269576792335892+0j) (11.823252642846157+0j) (14.317225995023637+0j) 
(-1.3152264407519272e-15+0j) (-8.23581967574607e-16-3.289343330126553e-16j) (-8.23581967574607e-16+3.289343330126553e-16j) (-3.243901614898692e-17+0j) (-9.773832402198176e-18+0j) 0j 0j 0j 0j (9.124867437791205e-17+0j) (3.190335595382e-16+0j) (3.318924900443176e-16+0j) (4.117952609663596e-16+0j) (4.309142931239126e-16-1.6554390079942021e-16j) (4.309142931239126e-16+1.6554390079942021e-16j) (6.733259842040947e-16+0j) (1.0336257976083015e-15+0j) (0.052564271316682544+0j) (0.09405372568032952+0j) (0.17854337851692384+0j) (0.19838055443554592+0j) (0.37777056185421287+0j) (0.42766437082117836+0j) (0.46837941017615375+0j) (0.5188056959079843+0j) (0.5613533680041236+0j) (0.6137472252945063+0j) (0.6705757498596243+0j) (0.9138446460711813+0j) (0.9999999999999983+0j) (0.9999999999999984+0j) (0.9999999999999992+0j) (0.9999999999999996+0j) (0.9999999999999997+0j) (1+0j) (1.0000000000000002+0j) (1.0000000000000004+0j) (1.046696865490886+0j) (1.079023951498716+0j) (1.2201484584233333+0j) (1.5503838228747473+0j) (1.70759272989087+0j) (1.8382638530823339+0j) (1.9013553249687578+0j) (1.9999999999999936+0j) (1.9999999999999956+0j) (1.9999999999999996+0j) (2.000000000000002+0j) (2.2109756310614106+0j) (2.311107817465975+0j) (2.3202206268569294+0j) (2.937688460193785+0j) (2.999999999999995+0j) (2.9999999999999982+0j) (3.0000000000000013+0j) (3.0000000000000018+0j) (3.000000000000004+0j) (3.0000000000000044+0j) (3.000000000000006+0j) (3.0000000000000107+0j) (3.535180693103142+0j) (3.9999999999999925+0j) (3.999999999999995+0j) (3.999999999999995+0j) (3.999999999999996+0j) (3.9999999999999964+0j) (3.9999999999999973+0j) (4+0j) (4.000000000000001+0j) (4.000000000000002+0j) (4.000000000000003+0j) (4.000000000000003+0j) (4.0000000000000036+0j) (4.000000000000006+0j) (4.000000000000013+0j) (4.170086486626039+0j) (4.268806554602824+0j) (4.546163464791576+0j) (4.6291566821999695+0j) (4.968089184067485+0j) (4.999999999999992+0j) (4.999999999999996+0j) (4.9999999999999964+0j) (4.999999999999998+0j) (4.999999999999998+0j) (4.999999999999999+0j) (4.999999999999999+0j) (5+0j) (5.000000000000001+0j) (5.0000000000000036+0j) (5.00000000000001+0j) (5.00000000000001+0j) (5.000000000000011-1.1749496091904413e-15j) (5.000000000000011+1.1749496091904413e-15j) (5.000000000000014+0j) (5.180657679497475+0j) (5.2956462541841125+0j) (5.942295352521471+0j) (6.0000000000000036+0j) (6.103388327914492+0j) (6.534881328872609+0j) (6.739968579537249+0j) (6.755646983972+0j) (6.840303058286544+0j) (7.281387943288581+0j) (7.300467248213764+0j) (8.000000000000039+0j) (8.135104647335632+0j) (8.796366279121019+0j) (9.012284718095982+0j) (9.909360923039372+0j) (10.293552396158535+0j) (11.562064714824128+0j) 
-1.6400350445017255e-15 -1.263187642954562e-15 -5.632293668153012e-16 -1.9360243698386644e-16 -3.615578104452012e-17 -2.5687685070541553e-18 0.0 0.0 7.564181277010894e-16 9.540304649788175e-16 0.013798033840537103 0.06555875327299618 0.11740842125470115 0.1479511087089409 0.18174019282062917 0.29943516256286573 0.37234786867229314 0.44821508421419276 0.5203084937323299 0.5767951571086786 0.7269271369323341 0.7311724326778765 0.8396821722851446 0.8850924585232441 0.9175196431983191 0.999999999999999 1.0000000000000002 1.0000000000000002 1.0000000000000002 1.0000000000000009 1.0000000000000013 1.0000000000000013 1.0000000000000027 1.006136496045414 1.1930766319267592 1.3269172747813254 1.4406941756319342 1.5545654641933688 1.5857864376269108 1.5904666331963382 1.6402584390234245 1.6849578130014993 1.6972243622680068 1.7520248708203314 1.9458579070349464 2.0 2.000000000000001 2.0000000000000013 2.0000000000000027 2.000000000000003 2.000000000000009 2.329771652430199 2.4285910679349034 2.4614169184372434 2.5900545283588667 2.792613483060244 2.9999999999999942 2.999999999999996 2.999999999999999 3.0 3.0 3.000000000000001 3.0000000000000018 3.000000000000005 3.1404353694878377 3.254101688365055 3.4125308647989057 3.609864651043553 3.847487139745258 3.999999999999992 3.999999999999997 3.9999999999999987 4.000000000000004 4.000000000000006 4.000000000000008 4.277325131125208 4.3496039168516925 4.414213562373081 4.4973954742715 4.7577747157647154 4.860805853111725 4.870893323598032 4.999999999999997 4.999999999999998 5.000000000000009 5.00000000000001 5.117341102827291 5.184508427942235 5.235162073728546 5.3027756377320205 6.000000000000018 6.000000000000027 6.072413296138149 6.101868183884424 6.132637493579844 6.448937503346353 6.8658195827167665 6.952229953345232 6.999999999999989 7.2112209095903825 7.341208393403085 7.999999999999984 8.007081911368857 8.23576581272145 8.370964754134967 8.440476091315555 8.97976768042808 9.01794364717006 9.243462155734498 9.333014761306332 9.941620699948848 10.931266493030504 11.37571546849326 
-1.159032855785697e-15 -7.545044709945595e-16 -4.0149616513625473e-16 -4.010208188547921e-16 -1.254153616092172e-16 -8.59892901615377e-17 0.0 0.0 5.190862986576444e-16 7.303717102432364e-16 9.24225551389827e-16 1.0887388520094457e-15 0.040468955296183495 0.07951474476450698 0.13185480000869532 0.18095145524796952 0.2643084370149741 0.2682552819161073 0.3282411922330622 0.34046794189885243 0.37133622639266967 0.4858630706647079 0.5242729587757051 0.5330253334816394 0.6083187500874999 0.6759621640302976 0.8205184075716526 0.9939789378462744 0.9999999999999961 0.9999999999999991 1.0 1.0000000000000002 1.0000000000000024 1.0000000000000042 1.0646224259535002 1.32880934195954 1.4647339797438144 1.549808676321599 1.6316677553944012 1.6978725979286318 1.7469578316144796 1.9999999999999991 2.000000000000001 2.0000000000000013 2.0000000000000013 2.000000000000002 2.000000000000004 2.2371880379990086 2.418201767711533 2.4280067316837997 2.4437115324183214 2.566793145728825 2.9999999999999987 2.999999999999999 2.999999999999999 2.9999999999999996 2.9999999999999996 3.0 3.000000000000001 3.0000000000000058 3.000000000000006 3.0000000000000098 3.0744454309730185 3.342815157685405 3.402749428685855 3.5055953353894806 3.9999999999999885 4.0 4.000000000000001 4.000000000000005 4.000000000000007 4.000000000000016 4.029370451596459 4.287052635737861 4.557492080505485 4.6378838764372015 4.948738977719374 4.9999999999999885 4.999999999999992 4.999999999999996 4.999999999999996 4.999999999999998 4.999999999999999 5.0 5.0 5.0 5.000000000000001 5.000000000000002 5.000000000000002 5.000000000000003 5.000000000000004 5.000000000000007 5.000000000000007 5.000000000000009 5.00000000000002 5.0861301976515 5.284441073105247 5.570370712924146 5.60879637232489 5.853077398164735 6.213184802464964 6.308052613956886 6.739135963794858 6.8761516984862245 6.999999999999997 7.144678502416856 7.26070862282827 8.118786994571728 8.47448109716214 8.63330937126505 9.590643987483745 11.087437359008053 12.138757375972347 
-1.2288293135608099e-15 -1.1730477296082742e-15 -5.341820232136646e-16 -2.5236473294288895e-16 -7.082944051910315e-17 0.0 0.0 0.0 4.2338584987249535e-16 5.343459347674178e-16 1.004051445129889e-15 1.5314189622882198e-15 2.3913406737575904e-15 0.029455315156891555 0.11999944777406114 0.13566922941050857 0.16606475729762957 0.20208731274964528 0.21462428392097888 0.2936912609638825 0.33295779470757325 0.36459203401935514 0.47858940459949656 0.5107840879687977 0.5199407173587081 0.6570300863082386 0.7174480953837186 0.8227861985332776 0.9999999999999966 0.9999999999999974 0.9999999999999987 1.0000000000000004 1.0000000000000022 1.0000000000000024 1.0000000000000033 1.0000000000000038 1.1224081494817364 1.21628055315238 1.3715824765946123 1.5369968074832778 1.624225682137485 1.7146347833187383 1.950298810517277 2.000000000000001 2.0000000000000013 2.0000000000000018 2.0000000000000027 2.0000000000000036 2.070345389342528 2.280860490337813 2.429295281560795 2.487750343190876 2.5242501796853625 2.7820041622519467 2.999999999999996 3.0 3.0000000000000004 3.000000000000004 3.0000000000000044 3.0000000000000053 3.000000000000006 3.0000000000000093 3.19038055922863 3.27978727120861 3.673463089897829 3.94445621217081 3.9999999999999876 3.999999999999999 4.000000000000001 4.000000000000003 4.0000000000000036 4.000000000000007 4.000000000000008 4.00000000000001 4.0000000000000115 4.000000000000015 4.0000000000000195 4.489788478300478 4.663155348908668 4.999999999999982 4.999999999999984 4.999999999999988 4.999999999999993 4.999999999999995 4.9999999999999964 5.0 5.0000000000000036 5.0000000000000036 5.000000000000004 5.000000000000005 5.000000000000009 5.000000000000016 5.154825636773208 5.233709236861579 5.313044522412897 5.438822298978057 5.686731411030095 5.897704500037658 6.139328165566547 6.2652465755933955 6.802865765536157 6.819094690860103 6.999999999999986 7.027586653652007 7.100368619123722 7.29530980591551 7.938642032012871 8.417787257363402 8.46032414988755 8.820745856877487 8.902131061392554 10.269039758276264 13.099007906926502 
-3.884966655660852e-15 -9.690876173151478e-16 -6.299874299724166e-16 0.0 0.0 0.0 1.7360480759010312e-16 4.159001298551661e-16 0.019038746043836326 0.0651003356886166 0.10035596075132856 0.135522758293054 0.19093418212162938 0.2707154902617014 0.38029403266505724 0.38577414238734253 0.48667254812182 0.5398324114012925 0.5703570769995722 0.6117742391408307 0.6385968163948623 0.6496992408279079 0.8301791099217675 0.8830008023932281 0.9999999999999992 1.0 1.000000000000002 1.0000000000000022 1.000000000000003 1.1537117337299843 1.213416344651499 1.3255781134282734 1.366389781070705 1.4979402145869867 1.7410757554801444 1.7798703669938543 1.815340446947095 1.8662158406791236 1.9237992973261382 1.9999999999999976 2.0000000000000018 2.000000000000005 2.000000000000006 2.0478654879161318 2.5904148174058066 2.9999999999999987 2.9999999999999996 3.0 3.0 3.000000000000002 3.0000000000000027 3.000000000000008 3.000000000000008 3.010243337690716 3.061600774609244 3.2803695937544357 3.2930806439176763 3.307269501942333 3.3552365260163004 3.3636398515808703 3.378828155383639 3.5966853368342084 3.6563521685561633 3.741534026919015 3.8332668198921533 3.9999999999999885 3.9999999999999947 3.9999999999999982 3.9999999999999982 3.999999999999999 3.9999999999999996 4.0 4.000000000000002 4.0000000000000036 4.0000000000000036 4.0000000000000115 4.581611509877638 4.921362267787833 4.9373164626623085 4.999999999999998 4.999999999999999 5.0000000000000036 5.000000000000013 5.185709212763249 5.361395851728861 5.5458370973443545 5.755249349659565 5.798267341044805 5.828982701974806 5.999999999999995 5.999999999999995 5.999999999999996 6.000000000000007 6.000000000000014 6.143743015229448 6.398364819862037 6.67881987778069 6.860318265246654 7.0947415209684115 7.746816594524838 7.980965830388207 8.260372344484823 8.893795734142408 8.999999999999975 9.000000000000004 9.000000000000005 9.000000000000039 9.752197590043565 10.218880112429202 11.990167511850716 16.9998358930784 18.0811253982035 22.02655086619762 
